,Job Id,Title,Location,Company,Salary,Job Post Link,Job Description
129,p_487e4faffd4a73cd,Data Scientist,"Orlando, FL",Advanced IT Labs Inc.,"$145,000 - $225,000 a year",https://www.indeed.com/company/Advanced-IT-Labs-Inc./jobs/Data-Scientist-487e4faffd4a73cd?fccid=2389bf312f4a2845&vjs=3,"Advanced IT Labs is a small group of creative, dedicated and forward-thinking technologists who love working on new and challenging projects that bring success to our clients by producing solutions that exceed their expectations. We are customer driven and work with organizations of all sizes across many industries which means no two projects are the same.Work with structured and unstructured MEDICAL data to develop real-time predictive models. Develop tools—both client facing and internal—to streamline workflows, interpret results, and improve patient outcomes.Collaborate with and support data scientists, database engineers, and executive staff members. Maintain existing models and pipeline.Must have at least 5 years of recent, verifiable work experience in medical field. MS in Statistics/Mathematics, self motivated and a problem solver.This is a contractor position that will pay on an hourly basis.Job Type: ContractWork Location:Fully RemoteBenefits:NoneThis Company Describes Its Culture as:Outcome-oriented -- results-focused with strong performance culturePeople-oriented -- supportive and fairness-focusedSchedule:Monday to FridayCompany's website:www.advanceditlabs.comWork Remotely:Yes"
130,p_4df5e9a053f32646,Undergraduate Internship/Co-op Program - Data Scientist,"Washington, DC",Central Intelligence Agency,"$145,000 - $225,000 a year",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3,"As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and resource investments. Through CIA's global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data. Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at academic and technical conferences as well as collaboration with the Intelligence Community.

Offices of the CIA – Directorate of Digital Innovation

The Directorate of Digital Innovation (DDI) is at the forefront of defining the future of digital expertise within the CIA. DDI focuses on developing the workforce with cutting-edge skills, investing in IT infrastructure, and modernizing the way the Agency does business. DDI officers help accelerate the integration of innovative methods and tools to enhance the CIA's cyber and digital capabilities on a global scale and ultimately help safeguard our nation. Learn more about the Directorate of Digital Innovation.

See our work in action:

Life at CIA

In addition to a comprehensive benefits package, the CIA offers exciting career opportunities and a dynamic environment. We're on the forefront of world-altering events – as they happen. So working here isn't just a job, it's a mindset and a lifestyle.

US citizenship required (dual-national US citizens eligible). All positions require relocation to the Washington, DC metro area.

Minimum Qualifications:
Full-time student pursuing a Bachelor's degree in a technical field
GPA of at least 3.0 on a 4-point scale
Availability to work two 90-day tours prior to graduation
Attending school on a full-time basis before/following this internship
Creativity
Initiative
Integrity
Leadership abilities
Problem solving skills
Ability to work in a diverse team environment
Desired Qualifications:
Interest or experience in a science, technology, engineering or mathematics (STEM) related field, such as:
Computational social science
Computer science
Data analytics
Economics
Engineering
Geospatial analysis
Mathematics
Operations research
Quantitative finance
Statistics
All applicants must successfully complete:
A thorough medical and psychological exam
A polygraph interview
A comprehensive background investigation

To be considered suitable for Agency employment, applicants must generally not have used illegal drugs within the last 12 months. The issue of illegal drug use prior to 12 months ago is carefully evaluated during the medical and security processing."
131,p_2d335d878f71baf3,Data Scientist,"Washington, DC 20002 (Truxton Circle area)",Government of the District of Columbia,"$145,000 - $225,000 a year",https://www.indeed.com/rc/clk?jk=2d335d878f71baf3&fccid=cb8355041fe4a920&vjs=3,"This position is located in the Economic Security Administration (ESA) at the Department of Human Services (DHS) and reports to the Deputy Administrator for Division of Data, Analytics, Research and Evaluation (DARE). This position functions as an expert for data science and predictive analysis for the ESA regarding a variety of public assistance programs, policies, best practices, and implementation of initiatives. The incumbent is expected to provide leadership and direction to a team that identifies, designs, and executes various quantitative study and data science projects for ESA to improve the quality of services provided to the District residents.
Duties and Responsibilities
To lead various statistical and predictive analysis projects, including designing a study, literature review, identifying data sources, compiling data, data wrangling, analyzing data, developing recommendations, and writing reports, etc. To conduct regular and ad-hoc statistical and quantitative analysis involving big data and multiple databases. To support ESA in its efforts to improve the customer services, to be compliant with federal regulations, and to reduce errors, by conducting regular and ad-hoc data analysis and maintaining data reports and monitoring various measures related to Supplemental Nutrition Assistance Program (SNAP), Temporary Assistance for Needy Families (TANF), and medical assistance programs. To be an expert to guide the team to explore and adopt advanced data science methods and techniques, including machine learning. To participate in the development of proposals for regulations and policies, and to conduct complex analysis of the anticipated effects of other legislation, policies and programs (i.e., cost-benefit analysis or cost projection). To translate findings from data analysis into concrete recommendations for how to improve ESA programs, policies and operations. To promote data-driven decision-making culture across the agency.
Uses descriptive statistics, predictive analytics, machine learning, and other methods to learn about and derive insights from the patterns and relations within a dataset. Uses inferential statistics to learn about the causal relations between variables in a dataset, including randomized field evaluations. Develops intuitive and compelling graphics to visualize and think about data. Creates data dictionaries, annotated code, and similar materials to ensure work product is as open and reproducible as possible. Ensures that work product adheres to methodological and open science best practices. Reviews, writes, and presents descriptions and summaries of projects for diverse audiences, including executive and command staff leadership, scientific experts, government practitioners, and public stakeholders.
Qualifications and Education
Bachelor's degree in Behavioral or Social Science; or related disciplines appropriate to the position.
Or
Combination of education and experience that provided the applicant with knowledge of one or more of the behavioral or social sciences equivalent to a major in the field.
Or
Four years (4) of appropriate experience that demonstrated that the applicant has acquired knowledge of one or more of the behavioral or social sciences equivalent to a major in the field.
Applicants must have at least one (1) year of specialized experience equivalent to the next lowest grade level in the line of progression. Specialized experience is experience which is directly related to the line of work of the position and has equipped the applicant with the particular knowledge, skills, and abilities to successfully perform the duties of the position.
Licenses and Certifications
None
Work Environment
The work is primarily performed in the normal office setting.
Other Significant Facts
Note: Work samples may be requested, and applicants might also be tested as part of the interview process.
Tour of Duty: Monday-Friday, 8:00 a.m. - 4:30 p.m.
Promotion Potential: None
Collective Bargaining Unit: This position is not covered under a collective bargaining agreement.
Duration of Appointment: Career Services- Regular Appointment
Pay Plan, Series and Grade: CS-0101-13
Position Designation: This position has been deemed Security Sensitive under the guideline of the DC Personnel Manual. Incumbents of this position are subject to enhanced suitability screening pursuant to Chapter 4 of DC personnel regulations. Accordingly, incumbents must successfully pass a criminal background and consumer credit check as a condition of employment and will be subject to periodic criminal background checks for the duration of their tenure.
EEO Statement: The District of Columbia Government is an Equal Opportunity Employer. All qualified candidates will receive consideration without regard to race, color, religion, national origin, sex, age, marital status, personal appearance, sexual orientation, family responsibilities, matriculation, physical handicap, or political affiliation."
132,p_e943d78b0204baf7,Data Scientist/ML Engineer,"New York, NY",Alldus,"$145,000 - $225,000 a year",https://www.indeed.com/rc/clk?jk=e943d78b0204baf7&fccid=b4df24bc350094d0&vjs=3,"We are a premier global financial services firm operating at the forefront of technical innovation. Out team is responsible for developing creative data science solutions and initiatives that protect highly sensitive data and information from cyber security threats.

You Are Someone Who:
Loves solving complex and challenging problems with creative technical solutions
Thrives in a fast-paced, mission-critical environment
Think outside the box to identify & test new sources of information that unlock new business value
Is able to apply the latest technologies in machine learning, deep learning, data mining, predictive analytics, anomaly detection, etc. to correlate big datasets and real-time events
Able to work effectively in a cross-functional capacity to support a global team and real-time security alerts.
Technical Requirements:
Minimum of a Bachelors Degree in Computer Science, Mathematics, or an equivalent quantitative field (Masters or Ph.D preferred)
3+ years experience in a hands-on experience in a Data Science, Machine Learning, or similar role
Expertise with Python (TensorFlow, PyTorch, Keras, Sci-kit learn, PySpark, etc.)
Ability to write complex SQL queries
Core computer science fundamentals and ability to write clean, production level code.
Experience working in a high volume, real-time, distributed computing environment
Exposure to other data streaming or processing platforms/frameworks like Kafka, Spark, Hudi, Elastic, Terraform, Hadoop, etc.
Experience in Cyber Security, Threat Detection, or Ethical Hacking is a plus"
133,p_e6683f459eb97e84,Data Scientist II,"New York, NY 10018 (Garment District area)",MediaMath,"$145,000 - $225,000 a year",https://www.indeed.com/rc/clk?jk=e6683f459eb97e84&fccid=cf5f0af7879d1065&vjs=3,"About Us

MediaMath is a leading global independent advertising technology company, working with brands and agencies. We created the first software for real-time media buying in 2007 and today work with over two-thirds of the Fortune 500 and more than 3,500 brands and their agency partners to grow and deepen direct customer relationships.


We have recently launched SOURCE by MediaMath which provides our clients with the most trusted, efficient, and effective way to connect their brands with consumers: real impressions on real media properties with policies and practices that respect the humans behind billions of screens and speakers every day.

We need talent like you to fuel this next-generation ecosystem.

About the role:

We love data. We receive up to 10 million advertising opportunities per second, which we run through over several internal and partner enrichments to extract many targetable properties which we then match against 100s of thousands of advertising strategies to choose the best ad and we all this in less than 1/10th of a second.

We are currently looking for a Data Scientist Ito support the ongoing development of MediaMath's proprietary algorithms and analytics. As part of our Data Science team, you will be working on the conception, design, development, testing, and deployment of real-world applications of models & data that impact billions of dollars of marketing spend. From optimizing real-time bidding auctions, to separating human from non-human web traffic, to building out a global cross-device graph across billions of users, you will have the opportunity to work on numerous cutting-edge problems and develop scalable, high-performance solutions to big data problems using state-of-the art technologies, languages and frameworks.

You will:

Design and develop Machine Learning models and algorithms that drive performance and provide insights, from prototyping to production deployment, across key areas of interest to the company (e.g., bidding optimization, messaging optimization, multi-touch attribution, fraud detection, device identification, cross-device association).
Partner closely with Engineering on the architecture and implementation of modeling efforts to ensure performance and scalability.
Work seamlessly with Product and Analytics to define concrete measures of success, including business level goals as well as improvement of client outcomes.
Develop tools and processes to monitor performance of existing models and implement enhancements to improve scalability, reliability, and performance.

You have:

BS, Masters, or PhD degree in a quantitative discipline (e.g., Computer Science, Math, Physics, Statistics, Electrical Engineering, or similar).
Experience in implementing projects in any of (or all of) the following ML toolkits: Tensorflow, scikit-learn, Pytorch.
Previously participated in deploying Machine Learning Models all the way from research to production pipeline.
Worked with large and highly imbalanced datasets and developed good intuition on tradeoffs between accuracy, training speed and deployment constraints.
Related and adjacent experience with data architecture and engineering.
At least a year of software development experience in Scala and/or Python. Experience with Golang a plus and something you will gain experience with here.

You are:

Hands-on with a passion ""in-the-trenches"" work with real-world datasets resulting in actual business outcomes and better client results.
An influencer with strong communication skills, and the ability to effectively discuss models with other Data Scientists as well as business partners at the appropriate level of technical detail.
Fast learner who is an analytic thinker and creative problem solver.

Why We Work at MediaMath

We are restless innovators, smart, passionate and kind. At the heart of our culture are six values that provide a framework for how we approach our work and the world: Teams Win, Scale + Innovation, Obsess Over Learning & Growth, Align then Execute, Do Good Better and Embrace the Journey. These values inform how we energize one another and engage with our clients. They get us amped to come to work. And, let's face it, so do the free snacks, great benefits, and unlimited vacation.

We were named a Leader in both the 2018 and 2019 Gartner Magic Quadrants for Ad Tech, won four awards from the IAB for Sales, Service and Education Excellence, and received Best DMP in the 2019 Digiday Technology Awards. We have offices in 16 cities worldwide and are headquartered in New York City.

MediaMath is committed to equal employment opportunity. It is a fundamental principle at MediaMath not to discriminate against employees or applicants for employment on any legally-recognized basis including, but not limited to: age, race, creed, color, religion, national origin, sexual orientation, sex, disability, predisposing genetic characteristics, genetic information, military or veteran status, marital status, gender identity/transgender status, pregnancy, childbirth or related medical condition, and other protected characteristic as established by law."
134,p_a70c5ac24cc32720,Sport and Data Scientist,"Camden, NJ",HBSE,"$145,000 - $225,000 a year",https://www.indeed.com/rc/clk?jk=a70c5ac24cc32720&fccid=c6533eec430caa6e&vjs=3,"Founded by Josh Harris and David Blitzer, Harris Blitzer Sports & Entertainment (HBSE) includes in its portfolio the Philadelphia 76ers, the New Jersey Devils, leading venue Prudential Center in Newark, N.J., the GRAMMY Museum Experience Prudential Center, the Delaware Blue Coats, the Binghamton Devils, the Sixers Innovation Lab Crafted by Kimball, and renowned esports franchise Dignitas. Led by some of the best and brightest minds across a diverse spectrum of industries, HBSE positions itself as one of the most pioneering, innovative global sports and entertainment businesses to date. HBSE also strives to positively impact the local communities in which it operates through the powerful platform of sports.
HBSE offers an energetic work environment built on collaboration, growth, and a quest to excel in everything we do. Prudential Center in downtown Newark, N.J. hosts more than 175 concerts, family shows and special events annually and is the fourth-ranked sports and entertainment venue in the U.S. by Pollstar and Billboard. It is home to the New Jersey Devils, a renowned NHL franchise with three Stanley Cup championships and a proud, passionate fan base. Prudential Center is also home to the brand-new GRAMMY Museum Experience, the first and only of its kind on the east coast.
The Philadelphia 76ers organization is one of the most storied franchises in American sports, led by some of the best and brightest minds across a diverse spectrum of industries, HBSE positions itself as one of the most pioneering, innovative global sports and entertainment businesses to date. The 76ers have attracted the industry’s top leadership talent from the NBA, NFL, NHL, MLB, MLS, UFC and NCAA, resulting in one of the most exciting, rewarding, and dynamic work environments within the sports industry. The 76ers offer a best-in-class workplace culture built on collaboration, growth, and a quest to excel in everything we do.

Philadelphia 76ers L.P. is an Equal Opportunity Employer (EOE).

Position Summary: The Sport and Data Scientist will work in the Philadelphia 76ers Performance Department. A successful applicant will have a strong technical foundation and be passionate about better understanding the game of basketball.

Responsibilities include, but not limited to:
Lead the exploitation of the player-tracking dataset, converting 2-Dimensions and 3-Dimensions raw data into physical, technical and tactical basketball concepts and insights
Develop models to accurately evaluate and forecast player and team performance
Identify opportunities to apply data-driven research on multiple areas to influence other departments of the organization, in particular sports science.
Contribute to the development of basketball thought and workflow optimization of the department and the organization as a whole.

QUALIFICATIONS (educational, experience and basic knowledge requirements):
Bachelor’s degree or higher in technical discipline (sport science, data science, computer science, statistics, biostatistics, etc.)
Master’s Degree (applied mathematics, statistical analysis, statistical science, data science, biostatistics, etc.) preferred
PhD Degree preferred
3+ years of experience in a research or applied oriented position
Training in and/or experience with data engineering, ETL processes and database architecture (RStudio, Python, SQL, and the like) as well as with Data Visualization programs
Training in and/or experience with supervised and unsupervised machine learning techniques (e.g. regression models, decision trees, neural networks, and clustering methods) and other modeling techniques
Demonstrated passion for basketball and familiarity with basketball rules and terminology
Be a critical thinker, eager to both give and receive feedback
Have a growth mentality, eager to learn and develop within our team
Be team-oriented, focused on team results not individual accomplishment
Embrace a dynamic, changing, diversified workload


We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law."
135,p_f238ec576f17b938,Data Scientist,"New York, NY",DataDog,"$145,000 - $225,000 a year",https://www.indeed.com/rc/clk?jk=f238ec576f17b938&fccid=448951d0ddf03e0c&vjs=3,"About Datadog:

We're on a mission to build the best platform in the world for engineers to understand and scale their systems, applications, and teams. We operate at high scale—trillions of data points per day—providing always-on alerting, metrics visualization, logs, and application tracing for tens of thousands of companies. Our engineering culture values pragmatism, honesty, and simplicity to solve hard problems the right way.


The team:

The Cloud Cost Optimization team works directly with the CTO and is responsible for identifying and executing on cost-saving opportunities, providing engineering teams actionable visibility into spend, and empowering finance to understand and incorporate the complexities of cloud costs.


The opportunity:

As a Data Scientist on the CloudOps team, you’ll work with and analyze usage and billing data generated from cloud applications. Datadog operates in sophisticated multi-cloud, multi-region, classical, containerized, and serverless environments, and you will be responsible to unify these disparate sources and disentangle their primary cost drivers. You will share your work directly with the highest levels of leadership at Datadog and it will have an impact on the direction of the engineering organization.


You will:

Build marginal cost models using cloud usage and cost data, and use these models to discover trends and build forecasts
Own and refine cloud provider billing data ingestion pipelines
Develop new ways to understand the relationship between cloud resource consumption in complex containerized environments and business drivers
Think deeply about what data and actionable views to surface from CxO down to individual engineers deploying new projects
Develop metrics that bring clarity too complicated environments including containers, shared resources, and bespoke cost variables.


Requirements:

You’ve worked with leadership to define a problem space, select questions to be answered, and created repeatable compelling reporting to “solve” stakeholder understanding
You have experience creating and maintaining data ETL pipelines using Spark, Luigi, Airflow, and other open-source technologies using programming languages like Python, Scala, SQL
You’re comfortable spending the day in notebooks (Zeppelin, Jupyter, Observable, etc) and have frequently used notebooks to share findings and create insight for yourself and others
You enjoy getting to the bottom of arcane data sets; and creating logic to make those same datasets understandable to the masses
You’re comfortable with ambiguity in the early stages of a project; and appreciate the work needed to determine the how in reaching an objective
You’re familiar with cloud infrastructure; and what an engineers may consider when deciding on a serverless solution, or a particular cloud server.
You have a BS/MS/PhD in a scientific/quantitative field or equivalent experience


Bonus points:

Have previously worked with cloud provider billing data
Interested in business outcomes, high impact projects that have a tangible result on business metrics. You’ve worked on these projects in the past and are eager for more.
You’ve faced a tradeoff between increasing infrastructure cost or increasing the cost to team time. You’ve been woken up by infrastructure alarms.
You hold some strong opinions on the features in AWS Cost Explorer, the GCP billing console, or Azure Cost Management + Billing"
136,p_c05583cc32f628d7,Data Engineer,"Short Hills, NJ",GardenStar Group,"$145,000 - $225,000 a year",https://www.indeed.com/company/GardenStar-Group/jobs/Data-Engineer-c05583cc32f628d7?fccid=8b4ec70746765f99&vjs=3,"2020 Summer Research Internship Program – Data Engineer GardenStar Group is a Short Hills based PropTech firm founded by legendary hedge fund manager Eugene Xu and real estate entrepreneur Eden Cai. The founding members include senior executives from real estate, finance, and technology industries.Facing drastic industry changing, we believe that the future lies in integrating new data technology into real estate and finance. Our Short Hills, NJ office is offering summer research internship opportunities to college students to explore new paths. If you have strong intellectual curiosity and an entrepreneurial mindset, take the chance and shape the future finance together with us.Job Description: Data Engineer: Job type: Part-time Hours: 20 hours/week Salary: UnpaidIdentify valuable data sources and automate collection processesUndertake preprocessing of structured and unstructured dataPresent information using data visualization techniquesRequired Qualifications: A Bachelor’s degree in Computer Science, Engineering, or relevant fieldProficient in SQL and PythonStrong math skills (e.g. statistics, algebra)Understanding of machine-learningStrong work ethic and great communication and collaboration skillsAnalytical mind and business acumen, and problem-solving aptitudeAbility to multitask with strict time constraints, budgets and business goalsPreferred Qualifications: Experience as a Data Scientist or Data AnalystExperience in data miningFamiliarity with Scala, Java or C++Excellent communication and presentation skillsOther Information: 2020 Fall Internship Program will commence in late AugustLess than 10 hours/week on-site requiredPotential Full-time position available at the end of the internshipThe application deadline is Aug 15th, 2020Job Type: Part-timePay: $0.00 per hourSchedule:Monday to FridayCOVID-19 considerations:Less than 10 hours/week on-siteEducation:Bachelor's (Required)Location:Short Hills, NJ (Required)Work authorization:United States (Required)Company's website:https://www.gardenstargroup.comWork Remotely:Temporarily due to COVID-19"
137,p_8744df0cd7302ea1,Data Scientist,"New York, NY 10019 (Midtown area)",Gallup,"$145,000 - $225,000 a year",https://www.indeed.com/rc/clk?jk=8744df0cd7302ea1&fccid=e198e2c44e180800&vjs=3,"You are key to helping global clients make better decisions based on data analytics.
As a data scientist at Gallup, you will apply your knowledge of statistical and machine-learning techniques to a wide variety of challenging projects customized to our clients’ complex global research. Working on the biggest stage for researchers, you’ll explain and predict large-scale social behavior (e.g., consumer spending, lifestyle trends, political stability, election outcomes, and employee performance and retention) using data from Gallup, the web, third parties (e.g., governments, IGOs and NGOs) and our clients. We will count on your expertise with parametric, nonparametric, linear, and nonlinear methods as well as feature selection and variable transformation. And we will depend on your ability to translate data for clients in a comprehensible way.
Gallup’s unique data give you an unparalleled opportunity to use your creativity to explore new avenues of social research. If you are passionate about using data to solve the world’s most pressing problems, join Gallup — the company that established the gold standard in survey research methodology.
Who we want:
Analytical thinkers who use their research talents to provide critical insights in advanced analytics for the growing needs of global organizations
Curious researchers who apply their instincts and expertise to discover breakthroughs that are key to clients’ growth
Sophisticated communicators who can easily explain complex technical material to nontechnical audiences
Self-motivated professionals who can manage multiple projects, set a standard of excellence, and consistently deliver exceptional results
Data experts who excel at building predictive models using various data sources and techniques to inform business decisions
Mission-driven scientists who are motivated to solve the world’s most pressing problems
What you need:
Master’s degree required. Degree from a statistics, engineering, mathematics, computer science, computational social science, physics, or operations research program preferred. Ph.D. a plus.
At least six years of professional work experience conducting analysis and writing code in Python and R required.
A deep understanding of the mathematical fundamentals of machine learning and statistics, with an emphasis on nonparametric and nonlinear methods (e.g., random forests, support vector machines, neural networks) required
Previous work experience with survey design, sampling, weighting, item nonresponse, imputation and other survey research concepts and challenges preferred
This position is not eligible for employment visa sponsorship
What we offer:
A strengths-based, engagement-focused, and performance-oriented culture
A flexible work environment
World-class managers who support, empower, and engage you
Ongoing learning and development opportunities
Mission-driven work that changes the lives of people around the world
Gallup is an equal opportunity/affirmative action employer that celebrates, supports, and promotes diversity and inclusion. We will consider all qualified applicants without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation or gender identity, or any other legally protected basis, in accordance with applicable law.
Primary Location
 United States-New York City"
138,p_d876f1130a58c22e,"Senior / Data Scientist, Advertising Business","New York, NY 10011 (Flatiron District area)",Spotify,"$145,000 - $225,000 a year",https://www.indeed.com/rc/clk?jk=d876f1130a58c22e&fccid=fe404d18bb9eef1e&vjs=3,"Music for everyone, no credit card needed. It’s a promise our platform was built on. And here in the Free team, we’re still building on it. We work on a massive scale, bringing people from all kinds of disciplines and all parts of the business together to deliver an amazing freemium experience to more than 129 million users worldwide. Want to help shape the future of free? Here’s how.
We are looking for experienced data scientists to join a brand new team and help build our data science and analytics practice. We are developing a world-class advertising business at Spotify, and members of this team will develop insights and products that drive data informed decision making to help us meet our goals.
The data science and analytics team in this area will be helping to answer questions such as:
How are trends in listener behavior changing and how might these changes inform our ad sales, B2B marketing and product strategies?
How do we segment our audiences to provide maximum value to advertising partners?
How well is our performance matching our goals and can we uncover specific areas to focus on improvement or double down on success?How well are we marketing our ad products to prospective clients?
How can we best expand our client base?What new insights can we uncover that may be useful to our existing and potential clients?
How can we optimize our pricing across regions, platforms and products?
As a Data Scientist or Senior Data Scientist in the Ads Business your mission is to turn terabytes of data into insights, and get a deep understanding of the world of our listeners and our advertisers. You’ll join a new team of data scientists and analysts that’s part of an existing insights organization and that offers plenty of opportunity for collaboration and learning.
What you’ll do
Perform and present analyses on large sets of data to extract actionable insights that will help drive product decisions.
Work with colleagues across Ad Sales, Sales Operations, Partner Solutions and Revenue Partnerships to understand analytic needs and deliver impactful findings.
Collaborate with insight partners across the organization and contribute to the wider data science practice.
Team responsibilities include delivering the following:
Data infrastructure – Dashboards and key metrics, audience segmentation, exploratory analysis and forecasting of trends, marketing attribution, experimentation
Communicate data-driven insights and recommendations to key stakeholders.
Work closely with cross-functional teams.
Mentor and coach other data scientists.
Work from New York, leading research across our global markets.
Who you are
You know how to understand and solve loosely defined problems and come up with relevant answers and actionable insights to guide product development decisions.
You have a deep understanding of numbers, as well as a strong business sense and demonstrated ability to work with other disciplines.
You have relevant experience, with a degree in economics, psychology, computer science, statistics, or mathematics or another quantitative discipline
You have the technical competence to perform advanced analytics: coding skills (such as Python, Java, or Scala), experience with analytics & visualization tools (Pandas, R, SPSS, SQL, Hadoop, Tableau), and experience performing analysis with large datasets.
You possess strong statistical competence (such as regression modeling, a/b testing, significance testing etc).
You have worked in an analytics role within a business or monetization focus or at an advertising, media or technology company (preferred, not necessary).
You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be brilliant. So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.
Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the opportunity to enjoy and be inspired by these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 286 million users."
139,p_2ec4b16080b418d2,Data Scientist,"Bloomington, MN 55431",Getac Video Solutions,"$145,000 - $225,000 a year",https://www.indeed.com/rc/clk?jk=2ec4b16080b418d2&fccid=71872e48eba8885f&vjs=3,"We are a growing technology company based in Bloomington, Minnesota that offers its employees opportunities to work on innovative technology, in a supportive, transparent culture.

The Company:
Getac Video Solutions is a fiercely innovative technology company that provides video capture, evidence management, rugged hardware and robust software solutions for law enforcement and military.
Our technology allows for increased transparency and accountability.
We believe in making a difference every day.
We offer health care, PTO, 401(K), gym and fitness discounts.
We also provide free snacks and drinks.
The Position:
We’re looking for a Data Scientist.

Every day you will:
Be responsible for advising the business on the potential of data, to provide new insights into the business's mission, and through the use of advanced statistical analysis, data mining, and data visualization techniques, create solutions that enable enhanced business performance.

Here’s what might happen on a typical day:
Research and develop statistical learning models for data analysis.
Implement new statistical or other mathematical methodologies as needed for specific models for analysis.
Collaborate with product management and engineering to understand company needs and devise possible solutions.
Work with Software Engineers to design, optimize models with iterative approaches.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
In your past experience:
You’ve used statistical computer languages like R, Python, or SQL to manipulate data and draw insights from large data sets.
You have worked with, and created, data architectures.
You have developed excellent pattern recognition, predictive modeling skills and possess an extensive background in data mining and statistical analysis.
You are legally authorized to work in the United States on a full-time basis.
The Location:
Getac Video Solutions is based in Bloomington, Minnesota. This is a great place to work because we are close to public transportation, restaurants, have access to a free gym and free parking, or if you choose, paid covered parking available.

Why Should You Apply?
Entrepreneurial culture locally, but part of a global company
Great Benefits
Reasonable Hours
Engaging, supportive culture
No outside recruiting is required"
140,p_72598e98459734d0,Data Scientist,"Wellesley, MA",CVS Health,"$145,000 - $225,000 a year",https://www.indeed.com/rc/clk?jk=72598e98459734d0&fccid=be3b11aa573faee7&vjs=3,"Description:

About the team . The Clinical Products data science team helps supercharge CVS-Aetna’s clinical programs to improve member health and lower costs. Given CVS-Aetna’s size, scope, and deep set of capacities, CVS-Aetna is an unparalleled platform to make a difference in healthcare in the US and beyond. The Clinical Products team has three main goals. First, CVS-Aetna is launching a series of clinical programs that use the resources of the combined CVS-Aetna, and our team delivers the advanced analytics to support those initiatives. Second, the team develops data-driven clinical recommendations that are delivered to members, their providers, and their caregivers. Finally, we build condition-specific models that help other parts of the company (e.g. pricing) better predict member care journeys.


About the position . This Data Scientist will join the newly formed Clinical Products team and support, end to end, one or more of the team’s three objectives. This role will build predictive models, work with clinical experts (e.g. doctors) to translate their subject matter expertise into machine learning models, extract and manipulate data from multiple large data sources, and present her / his work to technical and non-technical stakeholders. This role will also use the results of AB testing to improve the performance of the team’s statistical modeling and targeting.



Fundamental Components:

Develops and/or uses algorithms and statistical predictive models.
Brings clinical insights to inform predictive models: is comfortable reading academic clinically oriented literature and collaborating with clinical subject matter experts to inform predictive models.
Performs analyses of structured and unstructured data to solve multiple and/or complex business problems using advanced statistical techniques and mathematical analyses and broad knowledge of the organization and/or industry.
Collaborates with business partners to understand their problems and goals, develop predictive modeling, statistical analysis, data reports and performance metrics.
Develops and participates in presentations and consultations to existing and prospective constituents on analytics results and solutions.
Interacts with internal and external peers and managers to exchange complex information related to areas of specialization.
Use strong knowledge in algorithms and predictive models to investigate problems, detect patterns and recommend solutions.
Use strong programming skills to explore, examine and interpret large volumes of data in various forms.


Background Experience:

2 or more years of progressively complex related experience.
Demonstrates proficiency in most areas of mathematical analysis
Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources.
Anticipates and prevents problems and roadblocks before they occur.
Demonstrates strong ability to communicate technical concepts and implications to business partners.
Clinically oriented background or professional experience is a plus.


Clinical Licensure:

N/A

Potential Telework Position:

No

Percent of Travel Required:

0 - 10%

EEO Statement:

Aetna is an Equal Opportunity, Affirmative Action Employer

Benefit Eligibility:

Benefit eligibility may vary by position.

Candidate Privacy Information:

Aetna takes our candidate's data privacy seriously. At no time will any Aetna recruiter or employee request any financial or personal information (Social Security Number, Credit card information for direct deposit, etc.) from you via e-mail. Any requests for information will be discussed prior and will be conducted through a secure website provided by the recruiter. Should you be asked for such information, please notify us immediately."
